coord,dependents
ai.wordbox:analytics:1.0.0-RC3,0
com.github.irof:jig-maven-plugin:2021.10.3,0
com.github.japgolly.microlibs:stdlib-ext_sjs1_3:4.0.0-RC1,0
io.bitbucket.5faces:common-setting-server:0.0.1,0
org.nativescript:canvas:1.0.0-alpha.7,0
org.tkit.rhpam:tkit-quarkus-rhpam-client:1.3.0,0
io.github.wonderandroid:common:1.0.6.3.84,0
com.saltedge.connector.sdk:compliance-connector-sdk:2.8.0,0
com.palantir.gradle.conjure:gradle-conjure:5.14.0,0
org.yamcs:yamcs-client:5.5.4,0
no.digipost:digipost-html-validator:1.0.5,0
org.webjars.bowergithub.angular:bower-angular-i18n:1.7.9,0
com.4paradigm.openmldb:openmldb-batchjob:0.2.3,0
com.github.fsanaulla:chronicler-url-io_2.11:0.6.9,0
com.github.relateddigital:euromessage-android:5.0.0,0
com.radiusnetworks.flybuy:api:2.2.0,0
io.takari.polyglot:polyglot-kotlin:0.4.7,0
com.tencent.edu:TCICSDK:1.4.0.11,0
io.github.leichtundkross:hs-kleinanzeigen-archetype:1.0.5,0
info.unterrainer.commons:http-server:0.2.36,0
com.leaprnd.migrannotate:annotations:1.0.3,0
io.micronaut.micrometer:micronaut-micrometer-bom:4.0.1,0
com.freeletics.mad:state-machine-iosarm64:0.3.0-alpha08,0
edu.internet2.middleware.grouper:grouper-ui:2.5.58,0
com.freeletics.flowredux:dsl-jvm:0.9.0,0
it.skrape:skrapeit-assertions:1.1.6,0
dev.haeusler:jasypt-maven-plugin:1.0,0
biz.lermitage.oga:oga-maven-plugin:1.7.0,0
org.finra.herd:herd-tools:0.156.0,0
org.openrewrite.maven:rewrite-maven-plugin:4.14.1,0
edu.uchicago.mpcs53013:hdfs-ingest-weather-archetype:7.0.0,0
io.github.luojianping168:BitmapsToMp4:0.0.2,0
io.github.key-del-jeeinho:cacophony-spring-boot-autoconfigure:1.0.2-RELEASE,0
io.github.Rosemoe.sora-editor:editor:0.7.1,0
io.github.marionete-data:marionete-kafka-connect-ftp:1.0.0,0
org.jetbrains.skiko:skiko-jvm:0.5.4,0
org.dhatim:dropwizard-sentry:2.0.22,0
org.wso2.carbon.automation:org.wso2.carbon.automation.artifacts:4.4.9,0
net.gini.android:gini-health-sdk:0.0.1,0
com.github.glusk:caesar:0.7.1,0
com.getui.push:restful-sdk:1.0.0.3,0
io.smallrye:smallrye-graphql-server-parent:1.3.5,0
io.github.dmytrodm:mvncntrltst:3.2,0
dev.fritz2:core-js:0.13,0
com.yubico:webauthn-server-core-minimal:1.11.0-RC3,0
com.palantir.javaformat:palantir-java-format:2.3.0,0
org.openurp.std.fee:openurp-std-fee-web:0.0.18,0
io.hyperfoil:hyperfoil-codegen-maven-plugin:0.17,0
com.redhat.cloud.common:insights-notification-schemas-java:0.4,0
io.github.kgress.scaffold:environment:2.14.1,0
io.kamon:kamon-scala-future_2.12:2.3.0,0
cn.hiboot.mcn:crud-maven-plugin:2.5.6,0
com.lightningkite.rx:okhttp-resources:0.0.1,0
com.wonderpush:wonderpush-android-sdk-hcm:1.0.2,0
eu.timerertim.knevo:knevo:0.1.0-RC2,0
br.com.moip:java-sdk:4.7.5,0
com.slack.auto.value:auto-value-kotlin:1.0.0,0
dev.abd3lraouf.ruler:android:1.6.1,0
lv.ailab.morphology:morphology:2.2.3,0
ai.tock:tock-nlp-model-rasa:21.9.1,0
ru.mail:libverify:0.1.186-beta-f6-firebase-support-notify-support-v209-sdk-26,0
com.krux:hyperion-sftp-activity_2.12:7.0.0-RC2,0
io.github.marquezproject:marquez-java:0.19.0,0
org.forgerock:forgerock-auth-ui:3.1.2-beta1,0
com.github.japgolly.nyaya:nyaya-util_2.13:1.0.0,0
com.github.japgolly.clearconfig:core_sjs1_3:3.0.0,0
com.bigsonata.swarm:locust-swarm:1.1.5,0
org.springframework.geode:spring-geode:1.4.12,0
org.beangle.ems:beangle-ems-service_3:4.1.25,0
com.eworkcloud.starter:ework-cloud-starter-mysql:2.5.1,0
com.github.japgolly.scalajs-react:util-dummy-defaults_sjs1_3:2.0.0-RC4,0
org.dbflute.tomcat:tomcat-boot:0.8.0,0
com.lerna-stack:lerna-management_2.13:3.0.0,0
com.codellyrandom.hassemble:hassemble-native:0.1.2,0
com.influxdb:influxdb-client-utils:3.4.0,0
so.dang.cool:singleton:1,0
com.toast.android:toast-crash-reporter-ndk:0.27.4,0
org.smallmind:smallmind-phalanx:4.4.7,0
pub.doric:core:0.9.11,0
icu.easyj:easyj-baidu-cloud-sdk:0.2.0,0
icu.easyj.boot:easyj-spring-boot:0.2.0,0
net.sinodawn:sinoc-common:0.0.3,0
com.yodo1.mas.mediation:admob:4.3.2,0
org.faktorips:faktorips-maven-plugin:21.12.0-rc03,0
io.github.atos-digital-id:paprika-maven-plugin:0.8.0,0
io.github.asharapov.nexus:nexus-casc-plugin:3.35.0.1,0
com.github.geirolz:fly4s-core_2.13:0.0.4,0
org.fudaa.business.fudaa-ef:ef-io:2.6,0
org.fudaa.framework.fudaa:fudaa-common:2.6,0
com.alibaba.smart.framework:smart-engine-extension-retry-common:2.6.0,0
com.yoti:yoti-sdk-sandbox:3.3.0,0
io.github.n34t0:platform-lib:0.1.0,0
io.h8.borscht:borscht-template-core_3:1.2.2,0
it.agilelab:wasp-plugin-mailer-spark_2.11:2.27.0,0
org.sonatype.nexus.plugins:nexus-blobstore-google-cloud:0.34.0,0
org.webpieces:webserver-templates:2.1.14,0
uk.gov.gchq.gaffer:proxy-store:1.20.0,0
com.qiwi.featuretoggle:featuretoggle-datasource-firebase:0.1.0,0
io.continual:continualIamSystems:0.2.27,0
com.consoliads:consoliadsunitywrapper:11.0.3,0
eu.binjr:binjr-adapter-rrd4j:3.4.0,0
io.github.rui8832:fastdfs-client-java:1.29-20211022,0
com.spt-development:spt-development-audit-spring:2.0.2,0
dev.burnoo:cokoin-js:0.3.0,0
io.github.jbellassai.koncentric:koncentric-persistence-r2dbc-postgres:0.1.0,0
com.microsoft.azure:applicationinsights-agent:3.2.1,0
com.konghq:unirest-java:3.13.1,0
net.intelie.pipes:pipes-api:0.25.2,0
cglib:cglib-full:2.0.1,0
com.github.japgolly.scalacss:core_3:1.0.0-RC2,0
in.wilsonl.minifyhtml:minify-html:0.6.10,0
org.openscoring:openscoring:2.0.5,0
com.github.hypfvieh:dbus-java:3.3.1,0
com.fizzgate:fizz-common:2.3.3-beta4,0
cn.wwjdev.slidinguppanel:slidinguppanel:1.0.0,0
nl.astraeus:kotlin-css-generator-jvm:1.0.3,0
com.github.database-rider:rider-parent:1.32.0,0
dev.profunktor:neutron-circe_2.13:0.1.0,0
io.github.data-tools:big-data-types-core_2.12:1.0.0,0
io.sunland:kotlin-react-intl:5.21.0-pre.15-kotlin-1.5.31,0
com.nwagu.forms:forms-iosarm32:2.0.0-alpha07,0
com.github.gun88:fitnesse-radius-fixture:1.0.0,0
com.linkedin.coral:coral-spark:2.0.5,0
com.aerokube.lightning:lightning:1.0.0,0
com.hack23.cia:model.external.val.partier.impl:2021.10.23,0
com.furkanakdemir:surroundcardview:1.0.6,0
com.squareup.okio:okio-js:3.0.0-alpha.11,0
com.javiersc.gradle.plugins.nexus:com.javiersc.gradle.plugins.nexus.gradle.plugin:0.1.0-beta.3,0
com.pro-crafting.mc:WorldFuscator-WorldGuard-7:1.4.1,0
ch.tutteli.kbox:kbox-js:0.16.0,0
pl.tkowalcz.tjahzi:tjahzi-parent:0.9.18,0
io.gitlab.hohserg.elegant.networking:elegant-networking-1.12:3.14,0
com.barrybecker4:bb4-gradle:1.6,0
net.badbird5907:bLib-Bungee:2.1.2-REL,0
com.github.rnett.krosstalk:krosstalk-jvm:1.3.0,0
io.gitee.gignn:activiti-spring-boot-starter:1.0,0
io.github.jas34:scheduledwf-parent:2.0.0,0
com.fengwenyi:api-result:2.5.1,0
za.co.absa.enceladus:data-model:2.25.0,0
com.expediagroup.beans:bull-common:2.0.1-jdk11,0
com.kfaraj.support:appcompat:3.1.5,0
io.github.majianzheng:jarboot-api:1.0.10,0
com.databasesandlife:java-common:15.1.0,0
org.kodein.di:kodein-di-conf:7.9.0,0
me.dmdev.premo:premo-android:1.0.0-alpha.01,0
it.unibo.coordaas:linda-logic:0.7.0,0
com.github.romanqed:jutils:1.0.4,0
com.ensarsarajcic.kotlinx:serialization-msgpack:0.4.1,0
dev.angerm.ag_server:base:0.1.10,0
io.github.g0dkar:qrcode-kotlin:1.0.1,0
io.matthewnelson.kotlin-components:request-feature-iosx64:1.0.0,0
com.wavemaker.studio:wavemaker-studio-codegen:10.9.1,0
io.github.pelletier197:csv-core:1.3.1,0
com.vesoft:nebula:2.5.1,0
nz.co.jedsimson.lgp:core:5.3,0
software.amazon.opentelemetry:aws-opentelemetry-agent:1.7.0,0
io.github.mixpush:mixpush-huawei:2.3.6,0
com.graphql-java:graphql-java-spring-webflux:2021-10-25T04-50-54-fbc162f,0
cn.tuheishan:meteor-cloud-dependencies:1.0.0,0
org.ops4j.pax.web.samples:war-simple:7.4.2,0
org.ops4j.pax.web:pax-web-jetty:7.4.2,0
io.gitee.declear:decservice-common:1.1.17,0
com.linecorp.abc:kmm-shared-storage-android:1.0.1,0
com.keimons.deepjson:deepjson:0.1-alpha,0
io.github.yidun:onePass:1.5.3.1,0
io.github.shiweibsw:bannerx:1.1.1,0
de.dagere.peass:analysis:0.1.0,0
com.artfii.fluentsql:fluentsql-jdbctemplate:0.0.8.2,0
io.cloudslang:package:0.3.245,0
io.github.nova-wallet:substrate-sdk-android:1.0.93,0
org.noear.hatch:solon.boot.reactor-netty:1.5.50,0
de.adorsys.multibanking:onlinebanking-hbci4java:5.5.36,0
com.javax0.geci:javageci-engine:1.6.4,0
net.sf.jasperreports:jasperreports-metadata:6.18.0,0
io.github.g00fy2.quickie:quickie-unbundled:1.3.1,0
kr.jadekim:kotlin-common:2.0.1,0
io.cryptoapis:cryptoapis-sdk:1.3.0,0
com.snowplowanalytics:snowplow-common-enrich_2.12:3.0.0-rc15,0
org.jetbrains.teamcity:agent-api:2021.2,0
com.epam.reportportal:agent-java-cucumber:5.1.0-RC-5,0
com.souher:fastapi:1.2.22,0
cn.linjpxc:enumex:0.2.0,0
com.github.katari:k2-archetype-module:0.1.10,0
io.github.barrieshieh.base:base-security-keycloak:0.7.1,0
com.zaber:motion-library:2.7.0,0
net.serenity-bdd:serenity-browserstack:3.0.0,0
work.shart:poi-util:0.0.2,0
tech.navicore:lotsofnames_2.13:2.1.0,0
io.github.lucasstarsz.fastj:fastj-library:1.6.0-SNAPSHOT-2,0
com.jkoolcloud.tnt4j.streams:tnt4j-streams-syslogd:1.12.0,0
com.hazelcast:hazelcast:4.1.6,0
org.jboss.resteasy.spring:resteasy-spring-web:2.0.0.Beta1,0
io.mangoo:mangooio:6.14.0,0
io.github.qq877693928:fast-runtime:2.2.2,0
io.github.ahjohannessen:sec-fs2-client_2.13:0.14.1,0
com.apphud:ApphudSDK-Android:1.3.4,0
io.stryker-mutator:stryker4s-api_2.12:0.14.0,0
io.openliberty.features:acmeCA-2.0:21.0.0.11,0
com.ibm.websphere.appserver.features:bluemixUtility-1.0:21.0.0.11,0
io.kokuwa.edge:esh-constants-maven-plugin:0.1.9,0
org.ops4j.pax.web.archetypes:wab-archetype:7.4.3,0
org.gaul:s3proxy:1.9.0,0
com.gluonhq.plugin:com-gluonhq-plugin-netbeans:2.8.4,0
com.onfido.api.client:onfido-api-client:10.3.0,0
com.bazaarvoice.bvandroidsdk:auth-iovation:8.9.2,0
com.pi4j:pi4j-core:2.1.0,0
org.lucee:poi:5.0.0,0
com.marcosbarbero.cloud:spring-cloud-zuul-ratelimit-dependencies:2.4.3.RELEASE,0
no.difi.move-common:webservice-tools:1.3.0,0
com.github.jorge2m:archetypes:1.3.21,0
com.tencent.tpns:meizu:1.2.5.6-release,0
cn.surcode:upyun-sdk-spring-boot-starter:v1.0.0,0
io.purchasely:core:2.7.3,0
org.ow2.fractal.juliac:juliac-parent:2.8,0
org.ow2.fractal.juliac.fraclet:juliac-fraclet-parent:2.8,0
io.wcm.caravan:io.wcm.caravan.commons.parent:1.2.2,0
de.br.android:envpicker:0.1.0,0
com.vk:android-sdk-api:3.4.0,0
com.suse.salt:salt-netapi-client:0.19.0,0
app.cash.licensee:app.cash.licensee.gradle.plugin:1.3.0,0
io.github.jsfwa:zio-cassandra_2.13:1.0.6,0
org.sonatype.nexus.buildsupport:extjs-maven-plugin:3.36.0-01,0
org.sonatype.nexus.assemblies:nexus-base-template:3.36.0-01,0
com.kaltura.playkit:youboraplugin:4.18.0,0
io.moderne:moderne-maven-plugin:0.4.1,0
org.mvnsearch:toolchains-maven-plugin:4.0.0,0
de.larsgrefer.sass:sass-embedded-protocol:0.2.0,0
org.joinfaces:myfaces-spring-boot-starter:4.4.12,0
io.github.dynsxyc:netApi:0.0.1,0
io.siddhi.extension.io.cdc:siddhi-io-cdc:2.0.11,0
com.chinnsenn:submitbutton:0.2.2,0
cn.ucloud:ucloudrtclib:2.0.8,0
com.sap.cloud.lm.sl.cf:com.sap.cloud.lm.sl.cf.parent:1.73.21,0
com.bybutter.sisyphus.middleware:sisyphus-elastic:1.3.22,0
com.bybutter.sisyphus.tools:sisyphus-project-gradle-plugin:1.3.22,0
com.chimerapps.niddler:niddler-noop-base:1.6.0,0
io.automatiko:automatiko-engine:0.9.0,0
org.apache.skywalking:java-agent:8.8.0,0
io.automatiko.archetypes:automatiko-archetype:0.9.0,0
org.kie.workbench.playground:curriculumcourse:7.61.0.Final,0
io.github.Aussama-Ul-Islam:scala-logger:1.1-Alpha,0
io.github.ezviz-open:ezviz-sdk:4.18.1,0
io.github.luoqqsh:dialog:1.2.94,0
org.eclipse.passage:org.eclipse.passage.lic.licenses:2.1.1,0
net.dreamlu:mica-bom:2.5.6,0
com.latitech.android:whiteboard:0.6.0,0
cn.w2n0.genghiskhan:genghiskhan-sequence:1.0.0,0
org.pgpainless:pgpainless-core:0.2.18,0
com.authme:authme-sdk-ocr-ui:1.3.0-rc4,0
io.github.shsmysore.fcmjava:fcmjava-parent:3.3.0,0
dev.rikka.shizuku:aidl:12.1.0,0
org.wildfly.cloud:wildfly-cloud-galleon-pack-common:1.0.0.Alpha2,0
org.openl.rules.ext:org.openl.rules.ext.cassandra:5.25.1,0
io.micronaut.build.internal.common:io.micronaut.build.internal.common.gradle.plugin:4.2.3,0
io.micronaut.build.internal.publishing:io.micronaut.build.internal.publishing.gradle.plugin:4.2.3,0
io.micronaut.build.internal.version-catalog-updates:io.micronaut.build.internal.version-catalog-updates.gradle.plugin:4.2.3,0
com.codellyrandom.hassle:hassle-native:0.1.5,0
com.google.cloud.opentelemetry:exporter-metrics:0.18.1-alpha,0
it.uniroma2.art.maple:maple-core:0.0.9,0
io.github.wannidev:simplehandlingexception:0.0.2,0
io.gitee.kould:Kache:1.1.1,0
org.wso2.carbon.identity.api:org.wso2.carbon.identity.api.otp.service:1.0.0,0
pt.lightweightform:lf-kotlin:4.5.0,0
com.github.rssh:dotty-cps-async_3:0.9.5,0
io.sirix:brackit:0.1.9,0
eu.lucaventuri:fibry:2.4.3,0
cn.wormholestack.meventnice:MEventNice:1.0.2,0
com.mx:mx-platform-java:0.3.1,0
io.micronaut.servlet:micronaut-servlet-core:3.1.0,0
com.wealthfront:magellan-rx2:2.1.4-beta,0
com.paulrybitskyi.persistentsearchview:persistentsearchview:1.1.4,0
org.eclipse.microprofile.rest.client:microprofile-rest-client-api:3.0-RC5,0
org.eclipse.microprofile.metrics:microprofile-metrics-optional-tck:4.0,0
com.github.fracpete:missing-values-imputation-weka-package:2021.10.28,0
xyz.cssxsh:weibo-helper:1.3.8,0
com.crivano:jflow:1.0.10,0
pl.wrzasq.cform:cform-resource-aws-passwordpolicy:1.0.5,0
com.yahoo.maha:maha-bigquery-executor:6.75,0
com.github.yaoguoh:common-util:2.5.6,0
io.projectglow:glow-spark2_2.11:1.1.1,0
com.winnerlook:voice-sdk:1.1.12,0
cn.xx996:mp-tool:2.0.1,0
com.weatherlink:weatherlink-v2-api-sdk:0.0.2,0
io.insert-koin:koin-core-iosarm64:3.1.3,0
io.github.easy-do:easy-do-utils:1.0.1,0
org.elasticflow:elasticflow:5.1.0,0
io.appform.dropwizard.actors:dropwizard-rabbitmq-actors:2.0.23-4,0
io.micronaut.build.internal.base:io.micronaut.build.internal.base.gradle.plugin:4.2.4,0
io.micronaut.build.internal.module:io.micronaut.build.internal.module.gradle.plugin:4.2.4,0
org.infinispan:infinispan-logging-annotations:13.0.1.Final,0
io.github.duduhuang88:qxml-support:1.3.1,0
org.eclipse.jkube:jkube-kit-build-service-jib:1.5.0,0
cn.jiguang.sdk.plugin:huawei:4.4.0,0
com.adnuntius.android:sdk:1.4.7,0
io.github.panpf.assemblyadapter4:assemblyadapter-common-core:4.1.0-alpha01,0
org.notima.generic.businessobjects.adapter:jasperFonts:1.8.11,0
cn.sanenen:sun-utils:2.1.0,0
org.camunda.spin:camunda-spin-root:1.12.0,0
org.notima.camel-adapters:camel-feature:0.0.5,0
io.reactiverse:es4x-pm:0.16.0,0
com.buschmais.jqassistant:jqa-uber-parent:1.11.0,0
online.qiqiang:forest-common:1.0.0,0
com.databricks:sjsonnet_2.12:0.4.1,0
com.buschmais.jqassistant.cli:plugins:1.11.0,0
it.uniroma2.art.semanticturkey:st-edoal-stdflat-transformer:10.1.1,0
nl.basjes.parse.useragent:yauaa-parent:6.1,0
fm.feed.android:player-sdk-exo2106:6.1.7,0
io.higherkindness:mu-config_2.12:0.27.1,0
com.houkunlin:system-dict-starter:1.4.4,0
com.colisweb:scala-distances-provider-here_2.12:7.3.1,0
io.github.kunghsu1021:redo:1.0.0,0
io.altoo:akka-kryo-serialization-typed_2.12:2.3.0,0
org.wcdevs.blog:cdk:1.0.0,0
com.brambolt.wrench:brambolt-wrench-properties:2021.10.24-5070,0
com.mjamsek.rest:rest-utils:2.1.0,0
com.unflow:analytics-android-debug:0.1.0,0
org.decsync:libdecsync-android:2.2.0,0
org.fcrepo:fcrepo-build-tools:6.0.0,0
org.apache.myfaces.tobago:tobago-example-demo:5.0.0,0
ru.vyarus:dropwizard-config-updater:1.3.1,0
com.netflix.graphql.dgs.codegen:graphql-dgs-codegen-client-core:5.1.4,0
com.github.mmauro94:mkvtoolnix-wrapper:2.0.0,0
wtf.metio.maven:maven-build-process:2021.10.29,0
wtf.metio.maven.parents:maven-parents:2021.10.29,0
io.github.bitcoin-education:bitcoin-java:0.4.0,0
com.ooimi:widget:1.1.3,0
io.helidon.integrations.micronaut:helidon-integrations-micronaut-cdi:2.4.0,0
io.helidon.integrations:helidon-integrations-micrometer-project:2.4.0,0
io.helidon.integrations.cdi:helidon-integrations-cdi-common-project:2.4.0,0
io.helidon.webserver.transport:helidon-webserver-transport-project:2.4.0,0
io.helidon.microprofile.metrics:helidon-microprofile-metrics:2.4.0,0
io.helidon.microprofile.lra:helidon-microprofile-lra:2.4.0,0
net.debasishg:redisclient_2.10:3.41,0
com.github.taomus.fig:fig-h2-utils:0.1.1,0
io.etcd.examples:jetcd-ctl:0.5.11,0
in.kudosfinance.android:kudos-config:0.0.1,0
io.ep2p:kademlia-api:4.0.4-RELEASE,0
io.github.javasemantic:javasemantic-common:0.13.6,0
com.xnx3.wm.plugin:weixin.applet.login:1.1,0
com.infotel.seleniumRobot:seleniumRobot-drivers:4.0.44,0
org.wso2.orbit.commons-fileupload:commons-fileupload:1.4.0.wso2v1,0
me.codeplayer:ready-x:3.8.0,0
com.tencent.map:tencent-map-nav-sdk:5.3.3.0,0
org.librarysimplified.drm:org.librarysimplified.drm.core:1.2.4,0
com.msabhi:flywheel-watchosarm64:1.1.4-RC,0
com.github.pjfanning:poi-shared-strings:2.1.1,0
com.twineworks:tweakflow:1.3.4,0
com.anaptecs.jeaf.generator:jeaf-generator-project:1.6.8,0
ai.catboost:catboost-spark-aggregate_2.11:1.0.1,0
org.apache.inlong:inlong-common:0.11.0-incubating,0
org.librarysimplified.audiobook:org.librarysimplified.audiobook.lcp.license_status:6.8.0,0
io.activej:activej-net:5.0,0
org.jetbrains.compose.animation:animation:1.0.0-beta5,0
org.jetbrains.compose.ui:ui-unit:1.0.0-beta5,0
science.aist.machinelearning:machinelearning-algorithm-localsearch:1.0.0,0
org.jetbrains.compose.web:web-core-js:1.0.0-beta5,0
io.github.kiberneticworm:awesome-buttons:1.0.6,0
com.jd.blockchain:jdchain-project:1.1.6.RELEASE,0
com.kochava.tracker:tracker:4.0.0,0
love.forte.simple-robot.http:client-ktor:2.3.0-BETA.2,0
com.github.mjakubowski84:parquet4s-fs2_2.13:2.0.0-RC3,0
no.nordicsemi.android:dfu:1.12.0,0
com.mappedin.sdk:mappedin:3.0.7,0
dev.yila:functional:0.7,0
me.tatarka.inject:kotlin-inject-runtime:0.3.7-RC,0
com.slack.api:bolt-http4k:1.13.0,0
com.vertica.spark:vertica-spark:2.0.4-slim,0
com.github.yujiaao:c-dbtools:1.7.5,0
com.github.sparkzxl:sparkzxl-alarm-starter:1.3.6,0
me.hekr.iotos.softgateway:framework-network-mqtt:3.4.6,0
com.zxyinfo:rocketmq-appender-spring-cloud-starter:1.0.0,0
net.sourceforge.pmd:pmd-fortran:6.40.0,0
org.jreleaser:codeberg-java-sdk:0.8.0,0
org.fitnesse:fitnesse:20211030,0
com.github.seratch:notion-sdk-jvm-okhttp5:0.1.18,0
io.github.paoloboni:binance-scala-client_2.13:1.3.7,0
nu.aron:maven-plugins:26,0
io.norberg:auto-matter-project:0.22.0,0
com.jblv:jlog:1.0.1,0
com.paulrybitskyi:hilt-binder:1.1.2,0
io.arrow-kt.arrow-gradle-config-nexus:io.arrow-kt.arrow-gradle-config-nexus.gradle.plugin:0.3.6,0
io.arrow-kt.arrow-gradle-config-publish-jvm:io.arrow-kt.arrow-gradle-config-publish-jvm.gradle.plugin:0.3.7,0
com.sksamuel.hoplite:hoplite-core:1.4.10,0
net.sf.okapi.steps:okapi-step-tokenization:1.42.0,0
net.sf.okapi.logbind:build-logback:1.42.0,0
net.mamoe:mirai-console:2.8.0-RC,0
io.takari:takari:47,0
io.gitee.quanwenz:templet:2.0.1-20211031-3,0
com.yogcloud.tackfast:jetpack-common-core:1.0.16,0
com.greedystar:generator:1.4.1,0
com.rickclephas.kmp:kmp-nativecoroutines-core-watchosx64:0.7.0-kotlin-1.5.20,0
org.scoverage:scalac-scoverage-runtime_2.12:2.0.0-M2,0
com.buession.springcloud:buession-springcloud-parent:1.3.1,0
com.github.calimero:calimero-tools:2.5-rc2,0
org.jqassistant.contrib.common:rules:1.11.0,0
net.serenity-bdd.maven.plugins:serenity-maven-plugin:3.0.1,0
io.github.cquiroz:cldr-api_2.12:3.0.0,0
com.cariochi.recordo:recordo-parent:1.2.1,0
com.salesforce.formula:formula-engine-coverage:0.1.6,0
com.github.h0tk3y.betterParse:better-parse-macosx64:0.4.3,0
com.javiersc.gradle.plugins.projects.version.catalog:com.javiersc.gradle.plugins.projects.version.catalog.gradle.plugin:0.1.0-rc.2,0
org.orienteer.transponder:transponder-neo4j:1.0,0
com.wavemaker.connector.build:wavemaker-connector-build-maven-plugin:10.9.2,0
com.buession.cas:buession-cas-parent:1.3.1,0
org.sweet-delights:delightful-cron_3:0.1.1,0
com.github.clarkstore:os-parent:0.5.1,0
org.ifinalframework.boot:final-boot-autoconfigure:1.2.2,0
com.google.cloud.spark:spark-bigquery-reactor:0.30.1,0
io.github.ezhuwx:KOTLIN-FRAME:0.1.2,0
com.cloudwise.mobile.android.rewriter:cloudwise-mobile-obfus:2.0.0,0
io.github.airwallex:payment:3.0.0-alpha01,0
com.unic.maven.plugins:aem-maven-plugin:2.0.14,0
org.apache.wss4j:wss4j-parent:2.4.0,0
com.github.adrninistrator:uml-sequence-diagram-drawio:0.0.3,0
org.infrastructurebuilder.nexus:nexus-config-writer-maven-plugin:0.1.8,0
net.sf.mpxj:mpxj:9.8.2,0
com.just-ai.aimybox:houndify-speechkit:0.17.0,0
io.yupiik.uship:jsonrpc-documentation:1.0.0,0
com.facebook.android:facebook-gamingservices:12.1.0,0
org.thepalaceproject.audiobook:org.librarysimplified.audiobook.lcp.license_status:6.8.0,0
com.google.maps:fleetengine-auth:1.3.2,0
org.apache.iceberg:iceberg-pig:0.12.1,0
com.github.ghik:silencer-lib_2.13.5:1.7.7,0
com.jwplayer:jwplatform:1.1.0,0
io.cdap.plugin:hydrator-plugins:2.7.1,0
it.fabioformosa.quartz-manager:quartz-manager-starter-security:3.1.0,0
io.cdap.wrangler:wrangler-core:4.5.1,0
io.burkard:aws-cdk-scala-mediaconvert_2.13:0.1.2,0
me.vican.jorge:dijon_2.13:0.6.0,0
org.openurp.rd:openurp-rd-api:0.23.3,0
io.github.jrestclients:jenkins-rest:0.0.31,0
com.github.7moor-tech:7moor_visitorIm_video_sdk:3.8.2,0
sc.tyro:ashot-screenshot-provider:1.0.1,0
com.airbnb.android:epoxy-databinding:5.0.0-beta01,0
com.alibaba.csp:ahas-sentinel-client:1.10.1,0
com.opengamma.strata:strata-product:2.10.21,0
com.sap.cloud.spring.boot:spring-boot-starter-multi-tenancy:1.11.0,0
com.clevertap.android:clevertap-android-sdk:4.3.0,0
com.appier:appier-android:7.4.0,0
org.snf4j:snf4j-sctp:1.8.0,0
com.javiersc.gradle.plugins.kotlin.library:com.javiersc.gradle.plugins.kotlin.library.gradle.plugin:0.1.0-rc.3,0
com.godaddy.android.colorpicker:compose-color-picker:0.1.1,0
com.yandex.cloud:java-sdk:2.4.2,0
io.shulie.pradar:log-protocol:2.0.5.2,0
com.datastax.astra:astra-spring-boot-autoconfigure:0.2.1,0
com.github.mictaege:arete:2021.7.3,0
io.github.mahdibohloul:kpring-mediatR-starter:v1.0.0,0
com.azure.spring:azure-spring-cloud-starter-eventhubs:2.10.0,0
io.intercom.android:intercom-sdk-base:10.4.1,0
io.anserini:anserini:0.13.5,0
com.github.mvv.sager:sager_2.13:0.1-M12,0
com.solace.spring.cloud:spring-cloud-stream-binder-solace-core:3.2.0,0
com.solace.cloud.cloudfoundry:solace-spring-cloud-connector:4.3.4,0
org.knowm.xchange:xchange-parent:5.0.12,0
com.github.luismanuelamengual:NeoGroup-Warp:1.1.14,0
xyz.quaver:libpupil:2.1.11,0
com.github.wz2cool:spring-data-elasticsearch-extension:0.1.4,0
edu.ucr.cs.bdlab:raptor:0.9.4-RC1,0
io.github.panghy.lionrock:lionrock-foundationdb-client:1.5.1,0
com.yeepay.yop.sdk:yop-java-sdk:4.1.9-jdk7,0
io.fruitful:ecomerce:1.0,0
io.streamnative.connectors:pulsar-flink-connector_2.11:1.11.1.5,0
io.github.openlg:graphlib:0.0.1,0
dev.thecodewarrior:bitfont:0.4.0-beta.3,0
org.aya-prover:cli:0.11,0
io.hyperfoil.tools:horreum-api:0.1,0
net.javapla.jawn:jawn-image:1.1.6,0
com.github.thierrysquirrel:limiter-spring-boot-autoconfigure:2.1.0.8-RELEASE,0
io.gravitee.policy:gravitee-policy-dynamic-routing:1.11.1,0
com.palantir.sls-packaging:gradle-recommended-product-dependencies:7.7.0,0
com.blacksquircle.ui:language-c:2.1.0,0
de.monochromata.poms:maven-parent:1.1.84,0
org.apache.nifi.minifi:minifi-c2-api:1.15.0,0
org.apache.nifi:nifi-cybersecurity-nar:1.15.0,0
io.github.grakhell:ExpandingLayout:1.0.5,0
io.github.ilonako:performance-tier:1.0.0,0
org.jitsi:jicoco-config:1.1-96-g7c2a615,0
org.bridgedb:org.bridgedb.tools.batchmapper:3.0.6,0
com.kroegerama.magic-catalogs:plugins:1.0.12,0
com.linkedin.dualip:dualip_2.11:1.1.3,0
com.baremaps:baremaps-server-viewer:0.6.2,0
io.github.endless4s:endless-core_2.13:0.2.0,0
